Symbol,Description                                   ,Stock Exchange
LULU,Lululemon Athletica Inc                       ,NYSE
LUNA,Luna Innovations Inc                          ,NYSE
LVNTA,Liberty Interactive Corp                      ,NYSE
LVNTB,Liberty Interactive Corp                      ,NYSE
LWAY,Lifeway Foods                                 ,NYSE
LXRX,Lexicon Pharmaceuticals                       ,NYSE
LYTS,Lsi Industries Inc                            ,NYSE
MACK,Merrimack Pharmaceuticals Inc                 ,NYSE
MAG,Magnetek Inc                                  ,NYSE
MAGS,Magal Security Systems Ltd                    ,NYSE
MAMS,Mam Software Group Inc                        ,NYSE
MANH,Manhattan Associates                          ,NYSE
MANT,Mantech International Corp                    ,NYSE
MAR,Marriot International                         ,NYSE
MARA,Marathon Patent Group Inc.                    ,NYSE
MARK,Remark Media Inc                              ,NYSE
MARPS,Marine Petroleum Trust                        ,NYSE
MASI,Masimo Corp                                   ,NYSE
MAT,Mattel Inc                                    ,NYSE
MATR,Mattersight Corp                              ,NYSE
MATW,Matthews International Corp                   ,NYSE
MAYS,J. W. Mays                                    ,NYSE
MBCN,Middlefield Banc Cor                          ,NYSE
MBFI,MB Financial Inc                              ,NYSE
MBFIP,MB Financial Inc.                             ,NYSE
MBII,Marrone Bio Innovations Inc                   ,NYSE
MBLX,Metabolix                                     ,NYSE
MBRG,Middleburg Financial Corp                     ,NYSE
MBSD,Flexshares Disciplined Duration               ,NYSE
MBTF,M B T Financial Corp                          ,NYSE
MBUU,Malibu Boats Inc.                             ,NYSE
MBVT,Merchants Bancshares                          ,NYSE
MBWM,Mercantile Bank Corp                          ,NYSE
MCBC,Macatawa Bank Corp                            ,NYSE
MCBK,Madison County Financial Inc                  ,NYSE
MCEP,Mid-Con Energy Partners LP                    ,NYSE
MCGC,MCG Capital Corp                              ,NYSE
MCHP,Microchip Technology Inc                      ,NYSE
MCHX,Marchex Inc                                   ,NYSE
MCOX,Mecox Lane Limited                            ,NYSE
MCRI,Monarch Casino & Resort                       ,NYSE
MCRL,Micrel Inc                                    ,NYSE
MCUR,Macrocure Ltd.                                ,NYSE
MDAS,Medassets Inc                                 ,NYSE
MDCA,M.D.C. Partners Inc                           ,NYSE
MDCO,The Medicines Company                         ,NYSE
MDIV,First Trust Exchange-Traded Fun               ,NYSE
MDLZ,Mondelez International Inc. Cl A              ,NYSE
MDM,Mountain Province Diamonds Inc                ,NYSE
MDRX,Allscripts Healthcare Solutions               ,NYSE
MDSO,Medidata Solutions                            ,NYSE
MDSY,Bluephoenix Solutions                         ,NYSE
MDVN,Medivation Inc                                ,NYSE
MDVX,Medovex Corp.                                 ,NYSE
MDWD,Mediwound Ltd.                                ,NYSE
MDXG,Mimedx Group Inc                              ,NYSE
MEET,Meetme Inc                                    ,NYSE
MEIL,Methes Energies International L               ,NYSE
MEILW,Methes Energies International L               ,NYSE
MEILZ,Methes Energies International L               ,NYSE
MEIP,Mei Pharma Inc                                ,NYSE
MELA,Mela Sciences Inc                             ,NYSE
MELI,Mercadolibre Inc                              ,NYSE
MELR,Melrose Bancorp Inc.                          ,NYSE
MEMP,Memorial Production Partners LP               ,NYSE
MENT,Mentor Graphics Corp                          ,NYSE
MEOH,Methanex Corp                                 ,NYSE
MERC,Mercer International Inc                      ,NYSE
MERU,Meru Networks                                 ,NYSE
METR,Metro Bancorp Inc                             ,NYSE
MFLX,Multi-Fineline Electronix                     ,NYSE
MFNC,Mackinac Financial Corp                       ,NYSE
MFRI,MFRI Inc                                      ,NYSE
MFRM,Mattress Firm Holding Corp                    ,NYSE
MFSF,Mutualfirst Financial Inc                     ,NYSE
MGCD,Mgc Diagnostics Corp                          ,NYSE
MGEE,Mge Energy Inc                                ,NYSE
MGI,Moneygram International                       ,NYSE
MGIC,Magic Software Enterprises Ltd                ,NYSE
MGLN,Magellan Health Services                      ,NYSE
MGNX,Macrogenics Inc                               ,NYSE
MGPI,MGP Ingredients                               ,NYSE
MGRC,Mcgrath Rentcorp                              ,NYSE
MGYR,Magyar Bancorp                                ,NYSE
MHGC,Morgans Hotel Group Co.                       ,NYSE
MHLD,Maiden Hldgs Ltd                              ,NYSE
MHLDO,Maiden Holdings                               ,NYSE
MICT,Micronet Enertec Technologies Inc             ,NYSE
MICTW,Micronet Enertec Technologies                 ,NYSE
MIDD,The Middleby Corp                             ,NYSE
MIFI,Novatel Wireless                              ,NYSE
MIK,Michaels Companies Inc.                       ,NYSE
MIND,Mitcham Industries                            ,NYSE
MINI,Mobile Mini                                   ,NYSE
MITK,Mitek Systems Inc                             ,NYSE
MITL,Mitel Networks Corp                           ,NYSE
MKSI,Mks Instruments                               ,NYSE
MKTO,Marketo Inc                                   ,NYSE
MKTX,Marketaxess Holdings                          ,NYSE
MLAB,Mesa Laboratories                             ,NYSE
MLHR,Herman Miller                                 ,NYSE
MLNK,Moduslink Global Solutions Inc                ,NYSE
MLNX,Mellanox Technologies                         ,NYSE
MLVF,Malvern Federal Bancorp                       ,NYSE
MMAC,Mma Capital Management Llc                    ,NYSE
MMLP,Martin Midstream Partners L.P.                ,NYSE
MMSI,Merit Medical Systems                         ,NYSE
MMYT,Makemytrip Limited                            ,NYSE
MNDO,Mind C.T.I. Ltd                               ,NYSE
MNGA,Magnegas Corp                                 ,NYSE
MNKD,Mannkind Corp                                 ,NYSE
MNOV,Medicinova                                    ,NYSE
MNRK,Monarch Financial Holdings                    ,NYSE
MNRO,Monro Muffler Brake                           ,NYSE
MNST,Monster Beverage Corp                         ,NYSE
MNTA,Momenta Pharmaceuticals                       ,NYSE
MNTX,Manitex International                         ,NYSE
MOBI,Sky-Mobi Limited                              ,NYSE
MOBL,Mobileiron Inc.                               ,NYSE
MOCO,Mocon Inc                                     ,NYSE
MOFG,Midwestone Financial Group                    ,NYSE
MOKO,Moko Social Media Ltd.                        ,NYSE
MOLG,Mol Global Inc.                               ,NYSE
MOMO,Momo Inc.                                     ,NYSE
MORN,Morningstar Inc                               ,NYSE
MOSY,Mosys Inc                                     ,NYSE
MPAA,Motorcar Parts of America                     ,NYSE
MPB,Mid Penn Bancorp                              ,NYSE
MPEL,Melco Crown Entertainment Limited             ,NYSE
MPET,Magellan Petroleum Corp                       ,NYSE
MPWR,Monolithic Power Systems                      ,NYSE
MRCC,Monroe Capital Corp                           ,NYSE
MRCY,Mercury Computer Systems                      ,NYSE
MRD,Memorial Resource Development C               ,NYSE
MRGE,Merge Healthcare Incorporated.                ,NYSE
MRKT,Markit Ltd.                                   ,NYSE
MRLN,Marlin Business Services                      ,NYSE
MRNS,Marinus Pharmaceuticals Inc                   ,NYSE
MRTN,Marten Transport                              ,NYSE
MRTX,Mirati Therapeutics Inc                       ,NYSE
MRVC,M R V Commun Inc                              ,NYSE
MRVL,Marvell Technology Group                      ,NYSE
MSBF,MSB Financial                                 ,NYSE
MSCC,Microsemi Corp                                ,NYSE
MSEX,Middlesex Water Company                       ,NYSE
MSFG,Mainsource Financial Group                    ,NYSE
MSFT,Microsoft Corp                                ,NYSE
MSG,Madison Square Garden                         ,NYSE
MSLI,Merus Labs International Inc. Co              ,NYSE
MSON,Misonix Inc                                   ,NYSE
MSTR,Microstrategy Inc                             ,NYSE
MTBC,Medical Transcription Billing                 ,NYSE
MTEX,Mannatech Inc                                 ,NYSE
MTGE,American Capital Mortgage Inves               ,NYSE
MTGEP,American Capital Mortgage Inves               ,NYSE
MTLS,Materialise Nv                                ,NYSE
MTRX,Matrix Service Company                        ,NYSE
MTSC,MTS Systems Corp                              ,NYSE
MTSI,M/A-Com Technology Solutions Ho               ,NYSE
MTSL,Mer Telemanagement Solutions Ltd              ,NYSE
MTSN,Mattson Technology                            ,NYSE
MU,Micron Technology                             ,NYSE
MULT,Advisorshares Sunrise Global Mu               ,NYSE
MVIS,Microvision                                   ,NYSE
MXIM,Maxim Integrated Products                     ,NYSE
MXWL,Maxwell Technologies                          ,NYSE
MYGN,Myriad Genetics                               ,NYSE
MYL,Mylan Inc                                     ,NYSE
MYOS,Myos Corp                                     ,NYSE
MYRG,Myr Group                                     ,NYSE
MZOR,Mazor Robotics Ltd                            ,NYSE
NAII,Natural Alternatives International            ,NYSE
NAME,Rightside Group Ltd.                          ,NYSE
NANO,Nanometrics Inc                               ,NYSE
NATH,Nathan's Famous                               ,NYSE
NATI,National Instruments Corp                     ,NYSE
NATL,National Interstate Corp                      ,NYSE
NATR,Nature's Sunshine Products                    ,NYSE
NAUH,National American University Holdings         ,NYSE
NAVG,The Navigators Group                          ,NYSE
NAVI,Navient Corporation                           ,NYSE
NBBC,Newbridge Bancorp                             ,NYSE
NBIX,Neurocrine Biosciences                        ,NYSE
NBN,Northeast Bancorp                             ,NYSE
NBS,Neostem                                       ,NYSE
NBTB,NBT Bancorp Inc                               ,NYSE
NCIT,NCI Inc                                       ,NYSE
NCLH,Norwegian Cruise Line Holdings                ,NYSE
NCMI,National Cinemedia                            ,NYSE
NCOM,National Commerce Corp                        ,NYSE
NCTY,The9 Limited                                  ,NYSE
NDAQ,The Nasdaq Omx Group                          ,NYSE
NDLS,Noodles & Company                             ,NYSE
NDRM,Neuroderm Ltd.                                ,NYSE
NDSN,Nordson Corp                                  ,NYSE
NECB,Northeast Community Bancorp                   ,NYSE
NEO,Neogenomics Inc                               ,NYSE
NEOG,Neogen Corp                                   ,NYSE
NEON,Neonode Inc                                   ,NYSE
NEOT,Neothetics Inc.                               ,NYSE
NEPT,Neptune Technologies & Bioresources Inc       ,NYSE
NERV,Minerva Neurosciences Inc.                    ,NYSE
NETE,Net Element Inc                               ,NYSE
NEWP,Newport Corp                                  ,NYSE
NEWS,Newstar Financial                             ,NYSE
NEWT,Newtek Business Services Inc                  ,NYSE
NFBK,Northfield Bancorp                            ,NYSE
NFEC,NF Energy Saving Corp                         ,NYSE
NFLX,Netflix Inc                                   ,NYSE
NGHC,National General Holdings Corp                ,NYSE
NGHCO,National Gen Hldgs Corp                       ,NYSE
NGHCP,National General Holdings Corp.               ,NYSE
NHLD,National Holdings                             ,NYSE
